पालगी,पालगी,n,NN,m,sg,3,0
कुर्ते,कुर्ता,n,NN,m,sg,3,0_वाला
वाला,वाला,psp,PSP,m,sg,-,-
दमाद,दमाद,n,NN,m,sg,3,0
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
क्रान्तिलाल,क्रान्तिलाल,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
हां,हाँ,avy,INJ,-,-,-,-
वही,वह,pn,PRP,any,sg,3,0
NULL,NULL,v,VM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
कौशल्या,कौशल्या,n,NNP,f,sg,3,0
-,-,punc,SYM,-,-,-,-
खादी,खादी,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
कुर्ते,कुर्ता,n,NN,m,sg,3,0_वाला
वाले,वाला,psp,PSP,m,sg,-,-
दमाद,दमाद,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
मान,मान,n,NNC,m,sg,3,0
-,-,punc,SYM,-,-,-,-
सम्मान,सम्मान,n,NN,m,sg,3,0
और,और,avy,CC,-,-,-,-
बिटिया,बिटिया,n,NN,f,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
सुख,सुख,n,NN,m,sg,3,0
देख,देख,v,VM,any,any,any,0_कर
-,-,punc,SYM,-,-,-,-
देख,देख,v,RDP,any,any,any,0
कर,कर,v,VAUX,any,any,any,0
जेठ,जेठ,n,NN,m,sg,3,0_का
जी,जी,avy,RP,-,-,-,-
की,का,psp,PSP,f,pl,-,-
जौहरी,जौहरी,adj,JJ,any,any,-,-
आंखों,आंख,n,NN,f,pl,3,0_का
का,का,psp,PSP,m,sg,-,-
मोल,मोल,n,NN,m,sg,3,0
समझ,समझ,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
आया,आ,v,VM,m,sg,any,या
कि,कि,avy,CC,-,-,-,-
नहीं,नहीं,avy,NEG,-,-,-,-
NULL,NULL,v,VM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
क्रान्तिलाल,क्रान्तिलाल,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
हां,हाँ,avy,INJ,-,-,-,-
आ,आ,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
ईश्वर,ईश्वर,n,NNP,m,sg,3,0_ने
ने,ने,psp,PSP,-,-,-,-
पत्थर,पत्थर,n,NN,m,sg,3,0_पर
पर,पर,psp,PSP,-,-,-,-
निशान,निशान,n,NN,m,sg,3,0
गढ़,गढ,v,VM,any,sg,any,0_दे+या
दिया,दे,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
खादी,खादी,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
कुर्ते,कुर्ता,n,NN,m,sg,3,0_वाला
वाले,वाला,psp,PSP,m,sg,-,-
दमाद,दमाद,n,NN,m,sg,3,0_ने
ने,ने,psp,PSP,-,-,-,-
खुद,खुद,pn,PRP,-,-,-,0_को
को,को,psp,PSP,-,-,-,-
हीरा,हीरा,n,NN,m,sg,3,0
साबित,साबित,adj,JJ,any,any,-,-
कर,कर,v,VM,any,sg,any,0_दे+या
दिया,दे,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
यही,यह,pn,PRP,any,sg,3,0
तो,तो,avy,RP,-,-,-,-
मेरे,मैं,pn,PRP,any,sg,1,का
सपनों,सपना,n,NN,m,pl,3,0_का
की,का,psp,PSP,f,sg,-,-
बारात,बारात,n,NN,f,sg,3,0
थी,था,v,VM,f,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
द्वारपूजा,द्वारपूजा,n,NN,f,sg,3,0
भी,भी,avy,RP,-,-,-,-
हो,हो,v,VM,any,sg,any,0_जा+या1
गयी,जा,v,VAUX,f,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
चैन,चैन,n,NN,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
मर,मर,v,VM,any,sg,1,0_सक+गा
सकूंगा,सक,v,VAUX,m,sg,1,गा
कौशल्ये,कौशल्ये,n,NNP,f,sg,3,0
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
कौशल्या,कौशल्या,n,NNP,f,sg,3,0
-,-,punc,SYM,-,-,-,-
क्या,क्या,pn,WQ,-,-,-,-
?,?,punc,SYM,-,-,-,-
?,?,punc,SYM,-,-,-,-
क्रान्तिलाल,क्रान्तिलाल,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
हां,हाँ,avy,INJ,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
खादी,खादी,n,NN,f,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
कुर्ता,कुर्ता,n,NN,m,sg,3,0
बस,बस,avy,RP,-,-,-,-
कुर्ता,कुर्ता,n,NN,m,sg,3,0
नहीं,नहीं,avy,NEG,-,-,-,-
NULL,NULL,v,VM,-,-,-,-
जनून,जनून,n,NN,m,sg,3,0
है,है,v,VM,any,sg,3,है
और,और,avy,CC,-,-,-,-
स्वामिभान,स्वामिभान,n,NN,m,sg,3,0
भी,भी,avy,RP,-,-,-,-
है,है,v,VM,any,sg,3,है
समझ,समझ,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
नरेश,नरेश,n,NNP,m,sg,3,0
बाबू,बाबू,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
नौकरी,नौकरी,n,NN,f,sg,3,0
शहर,शहर,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
लग,लग,v,VM,any,sg,any,0_जा+या1
गयी,जा,v,VAUX,f,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
वह,वह,pn,PRP,any,sg,3,0
गांव,गाँव,n,NN,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
शहर,शहर,n,NN,m,sg,3,0
तो,तो,avy,RP,-,-,-,-
आ,आ,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
पर,पर,avy,CC,-,-,-,-
शहर,शहर,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
किराये,किराया,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
घर,घर,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
भाव,भाव,n,NN,m,sg,3,0
सुन,सुन,v,VM,any,any,any,0_कर
कर,कर,v,VAUX,any,any,any,0
उनके,वह,pn,PRP,m,sg,3h,का
होश,होश,n,NN,m,pl,3,0
उड़,उड,v,VM,any,pl,3,0_जा+या1
गये,जा,v,VAUX,m,pl,3,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
ऊपर,ऊपर,nst,NST,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
अनेक,अनेक,avy,QF,-,-,-,-
तरह,तरह,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,pl,-,-
सवाल,सवाल,n,NN,m,pl,3,0
NULL,NULL,avy,CC,-,-,-,-
जातिवाद,जातिवाद,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
नाम,नाम,n,NN,m,sg,3,0_पर
पर,पर,psp,PSP,-,-,-,-
आदमियत,आदमियत,n,NN,f,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
पोस्टमार्टम,पोस्टमार्टम,n,NN,m,sg,3,0
भी,भी,avy,RP,-,-,-,-
NULL,NULL,v,VM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
नरेश,नरेश,n,NNP,m,sg,3,0
बाबू,बाबू,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
घर,घर,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
तलाश,तलाश,n,NN,f,sg,3,0
महीने,महीना,n,NN,m,sg,3,0_बाद
भर,भर,avy,RP,-,-,-,-
बाद,बाद,nst,NST,m,sg,3,-
तो,तो,avy,RP,-,-,-,-
पूरी,पूरा,adj,JJ,f,sg,-,-
हुई,हो,v,VM,f,sg,any,या
",",COMMA,punc,SYM,-,-,-,-
दो,दो,num,QC,any,any,-,-
महीना,महीना,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
अग्रिम,अग्रिम,adj,JJ,any,any,-,-
किराया,किराया,n,NN,m,sg,3,0
और,और,avy,CC,-,-,-,-
चालू,चालू,adj,JJ,any,any,-,-
महीना,महीना,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
किराया,किराया,n,NN,m,sg,3,0
एक,एक,num,QC,any,any,-,-
मुश्त,मुश्त,n,NN,f,sg,3,0
देने,दे,v,VM,any,any,any,ना_पर
पर,पर,psp,PSP,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
घर,घर,n,NN,m,sg,3,0
पहले,पहला,num,QO,m,sg,-,-
माले,माला,n,NN,m,sg,3,0_पर
पर,पर,psp,PSP,-,-,-,-
था,था,v,VM,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
नीचे,नीचे,nst,NST,m,sg,3,-
खुली,खुल,v,VM,f,sg,3,या
चैम्बर,चैम्बर,n,NNC,m,sg,3,0
लाइन,लाइन,n,NN,f,sg,3,0_का_तरफ
की,का,psp,PSP,f,sg,-,-
तरफ,तरफ,nst,NST,f,sg,3,-
नरेश,नरेश,n,NNP,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
ध्यान,ध्यान,n,NN,m,sg,3,0
ही,ही,avy,RP,-,-,-,-
नहीं,नहीं,avy,NEG,-,-,-,-
गया,जा,v,VM,m,sg,any,या1
किराये,किराया,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
घर,घर,n,NN,m,sg,3,0
लेने,ले,v,VM,any,sg,3,ना_से_पहले
से,से,psp,PSP,-,-,-,-
पहले,पहले,nst,NST,m,sg,3,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
इस,यह,pn,DEM,any,sg,3,-
रहस्य,रहस्य,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
खुलासा,खुलासा,n,NN,m,sg,3,0
तो,तो,avy,RP,-,-,-,-
दूसरे,दूसरा,num,QO,m,sg,-,-
दिन,दिन,n,NN,m,sg,3,0
सोकर,सो,v,VM,any,any,any,कर
उठने,उठ,v,VM,any,sg,3,ना_के_बाद
के,के,psp,PSP,-,-,-,-
बाद,बाद,nst,NST,m,sg,3,-
चला,चल,v,VM,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
खुली,खुल,v,VM,f,sg,any,या
चैम्बर,चैम्बर,n,NNC,m,sg,3,0
लाइन,लाइन,n,NN,f,sg,3,0_से
से,से,psp,PSP,-,-,-,-
उठती,उठ,v,VM,f,sg,any,ता
सड़ांध,सड़ांध,n,NN,f,sg,3,0
और,और,avy,CC,-,-,-,-
मानव,मानव,n,NNC,m,sg,3,0
मल,मल,n,NN,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
भरी,भर,v,VM,f,sg,any,या
लाइन,लाइन,n,NN,f,sg,3,0_को
को,को,psp,PSP,-,-,-,-
देखकर,देख,v,VM,any,any,any,कर
",",COMMA,punc,SYM,-,-,-,-
NULL,NULL,avy,CC,-,-,-,-
दूसरी,दूसरा,num,QO,f,sg,-,-
तरफ,तरफ,nst,NST,f,sg,3,-
पानी,पानी,n,NN,m,sg,3,0_के_लिये
के,के,psp,PSP,-,-,-,-
लिये,लिये,psp,PSP,-,-,-,-
मारा,मारा,n,NNC,m,sg,3,0
-,-,punc,SYM,-,-,-,-
मारी,मारी,n,NN,f,sg,3,0
NULL,NULL,v,VM,-,-,-,-
",",COMMA,punc,SYM,-,-,-,-
NULL,NULL,avy,CC,-,-,-,-
बहुमंजिले,बहुमंजिला,adj,JJ,m,pl,-,-
किराये,किराया,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
घर,घर,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
शौचालय,शौचालय,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
लाइन,लाइन,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
धक्का,धक्का,n,NNC,m,sg,3,0
-,-,punc,SYM,-,-,-,-
मुक्की,मुक्की,n,NN,f,sg,3,0
NULL,NULL,v,VM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
बड़ी,बडा,adj,JJ,f,sg,-,-
मुश्किल,मुश्किल,n,NN,f,sg,3,0_से
से,से,psp,PSP,-,-,-,-
कई,कई,avy,QF,-,-,-,-
परीक्षायें,परीक्षा,n,NN,f,pl,3,0
पास,पास,unk,UNK,-,-,-,-
करने,कर,v,VM,any,sg,3,ना_के_बाद
के,के,psp,PSP,-,-,-,-
बाद,बाद,nst,NST,m,sg,3,-
तो,तो,avy,RP,-,-,-,-
घर,घर,n,NN,m,sg,3,0
मिला,मिल,v,VM,m,sg,any,या_था
था,था,v,VAUX,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
वह,वह,pn,PRP,any,sg,3,0
भी,भी,avy,RP,-,-,-,-
रास,रास,adj,JJ,any,any,-,-
नहीं,नहीं,avy,NEG,-,-,-,-
आ,आ,v,VM,m,sg,any,0_रह+या_था
रहा,रह,v,VAUX,m,sg,any,या
था,था,v,VAUX,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
इसके,यह,pn,PRP,any,sg,3,0_पहले
पहले,पहले,nst,NST,m,sg,3,-
कई,कई,avy,QF,-,-,-,-
मकान,मकान,n,NNC,m,sg,3,0
मालिकों,मालिक,n,NN,m,pl,3,0_ने
ने,ने,psp,PSP,-,-,-,-
जाति,जाति,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
नाम,नाम,n,NN,m,sg,3,0_पर
पर,पर,psp,PSP,-,-,-,-
बाउण्ड्री,बाउण्ड्री,n,NN,f,sg,3,0_से
से,से,psp,PSP,-,-,-,-
बाहर,बाहर,nst,NST,m,sg,3,-
कर,कर,v,VM,m,sg,any,0_दे+या_था
दिया,दे,v,VAUX,m,sg,any,या
था,था,v,VAUX,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
यही,यही,pn,DEM,any,sg,3,-
एक,एक,num,QC,any,any,-,-
मकान,मकान,n,NNC,m,sg,3,0
मालिक,मालिक,n,NN,m,sg,3,0
मिले,मिल,v,VM,m,sg,3h,या_था
थे,था,v,VAUX,m,sg,3h,था
जो,जो,pn,PRP,any,sg,3,0
बिना,बिन,avy,RP,-,-,-,-
कुछ,कुछ,pn,PRP,any,sg,3,0
पूछे,पूछ,v,VM,m,sg,any,या
घर,घर,n,NN,m,sg,3,0
दिया,दे,v,VM,m,sg,any,या_था
था,था,v,VAUX,m,sg,any,था
दो,दो,num,QC,any,any,-,-
महीने,महीना,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
एडवांस,एडवांस,adj,JJ,any,any,-,-
किराया,किराया,n,NN,m,sg,3,0
लेकर,ले,v,VM,any,any,any,कर
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
अन्ततः,अंततः,adv,RB,-,-,-,-
नरेश,नरेश,n,NNP,m,sg,3,0_ने
ने,ने,psp,PSP,-,-,-,-
मानव,मानव,n,NNC,m,sg,3,0
-,-,punc,SYM,-,-,-,-
मल,मल,n,NN,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
घिरे,घिरा,v,VM,m,sg,any,या
इस,यह,pn,PRP,any,sg,3,0
किराये,किराया,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
घर,घर,n,NN,m,sg,3,0_को
को,को,psp,PSP,-,-,-,-
छोड़,छोड,v,VM,any,sg,any,0_दे+या
दिया,दे,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
काफी,काफी,avy,QF,-,-,-,-
खोजबीन,खोजबीन,n,NN,f,sg,3,0_के_बाद
के,के,psp,PSP,-,-,-,-
बाद,बाद,nst,NST,m,sg,3,-
वहां,वहाँ,pn,PRP,-,-,-,0_से
से,से,psp,PSP,-,-,-,-
आठ,आठ,num,QC,any,any,-,-
किलोमीटर,किलोमीटर,n,NN,m,sg,3,0_दूर
दूर,दूर,nst,NST,m,sg,3,-
ठाकुर,ठाकुर,n,NNP,m,sg,3,0
चाचा,चाचा,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
किराये,किराया,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
घर,घर,n,NN,m,sg,3,0
सुखधाम,सुखधाम,n,NNPC,m,sg,3,0
नगर,नगर,n,NNP,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
मिला,मिल,v,VM,m,sg,any,या_था
था,था,v,VAUX,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
ठाकुर,ठाकुर,n,NNP,m,sg,3,0
चाचा,चाचा,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
जाति,जाति,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
मुद्दे,मुद्दा,n,NN,m,sg,3,0_पर
पर,पर,psp,PSP,-,-,-,-
बात,बात,n,NN,f,sg,3,0
करने,कर,v,VM,any,sg,3,ना_से_पहले
से,से,psp,PSP,-,-,-,-
पहले,पहले,nst,NST,m,sg,3,-
नरेश,नरेश,n,NNP,m,sg,3,0
बाबू,बाबू,n,NN,m,sg,3,0_ने
ने,ने,psp,PSP,-,-,-,-
अपनी,अपना,pn,PRP,f,any,any,0
जाति,जाति,n,NN,f,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
खुलासा,खुलासा,n,NN,m,sg,3,0
कर,कर,v,VM,any,sg,any,0_दे+या
दिया,दे,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
ठाकुर,ठाकुर,n,NNP,m,sg,3,0
चाचा,चाचा,n,NN,m,sg,3,0
खुश,खुश,adj,JJ,any,any,-,-
हुए,हो,v,VM,m,sg,3h,या
और,और,avy,CC,-,-,-,-
बोले,बोल,v,VM,m,sg,3h,या
अभी,अभी,pn,PRP,-,-,-,0_तक
तक,तक,psp,PSP,-,-,-,-
तो,तो,avy,RP,-,-,-,-
बहुत,बहुत,avy,QF,-,-,-,-
किरायेदार,किरायेदार,n,NN,m,pl,3,0
आये,आ,v,VM,m,pl,any,या
छोटी,छोटा,adj,JJC,f,sg,-,-
-,-,punc,SYM,-,-,-,-
बड़ी,बडा,adj,JJ,f,sg,-,-
सभी,सभी,avy,QF,-,-,-,-
जाति,जाति,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,pl,-,-
पर,पर,avy,CC,-,-,-,-
छोटी,छोटा,adj,JJ,f,sg,-,-
जाति,जाति,n,NN,f,sg,3,0_वाला
वाले,वाला,psp,PSP,m,pl,-,-
खुद,खुद,pn,PRP,-,-,-,0_को
को,को,psp,PSP,-,-,-,-
बड़ी,बडा,adj,JJ,f,sg,-,-
जाति,जाति,n,NN,f,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
NULL,NULL,n,NN,-,-,-,-
बताकर,बता,v,VM,any,any,any,कर
घर,घर,n,NN,m,sg,3,0
लिया,ले,v,VM,m,sg,any,या_था
था,था,v,VAUX,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
बाद,बाद,nst,NST,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
पता,पता,n,NN,m,sg,3,0
भी,भी,avy,RP,-,-,-,-
लग,लग,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
पर,पर,avy,CC,-,-,-,-
बेटा,बेटा,n,NN,m,sg,3,0
तुम,तुम,pn,PRP,any,sg,2,0
पहले,पहला,num,QO,m,sg,-,-
व्यक्ति,व्यक्ति,n,NN,m,sg,3,0
हो,हो,v,VM,any,any,any,0
जो,जो,pn,PRP,any,sg,3,0
स्वाभिमानी,स्वाभिमानी,adj,JJ,any,any,-,-
लग,लग,v,VM,m,sg,2,0_रह+या_है+ओ
रहे,रह,v,VAUX,m,sg,any,या
हो,है,v,VAUX,any,sg,2,ओ
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
अरे,अरे,avy,INJ,-,-,-,-
जातिपांति,जातिपांति,n,NN,f,sg,3,0
तो,तो,avy,RP,-,-,-,-
आदमी,आदमी,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
खीचीं,खीच,v,VM,f,sg,any,या
तलवार,तलवार,n,NN,f,sg,3,0_माफिक
माफिक,माफिक,psp,PSP,-,-,-,-
है,है,v,VM,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
आदमी,आदमी,n,NN,m,sg,3,0
तो,तो,avy,RP,-,-,-,-
बस,बस,avy,RP,-,-,-,-
आदमी,आदमी,n,NN,m,sg,3,0
होता,हो,v,VM,m,sg,3,ता_है
है,है,v,VAUX,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
ठाकुर,ठाकुर,n,NNP,m,sg,3,0
चाचा,चाचा,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,pl,-,-
बातें,बात,n,NN,f,pl,3,0
सुनकर,सुन,v,VM,any,any,any,कर
नरेश,नरेश,n,NNP,m,sg,3,0
बाबू,बाबू,n,NN,m,sg,3,0
गदगद,गदगद,adj,JJ,any,any,-,-
हो,हो,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
खुद,खुद,pn,PRP,-,-,-,0_का
के,का,psp,PSP,m,sg,-,-
साधन,साधन,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
सहारा,सहारा,n,NN,m,sg,3,0
था,था,v,VM,m,sg,any,था
नहीं,नहीं,avy,NEG,-,-,-,-
तो,तो,avy,CC,-,-,-,-
पदयात्रा,पदयात्रा,n,NN,f,sg,3,0
NULL,NULL,v,VM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
नरेश,नरेश,n,NNP,m,sg,3,0
ठाकुर,ठाकुर,n,NNP,m,sg,3,0
चाचा,चाचा,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
मकान,मकान,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
अकेला,अकेला,adj,JJ,m,sg,-,-
रहने,रह,v,VM,any,sg,any,ना_लग+या
लगा,लग,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
परिवार,परिवार,n,NN,m,sg,3,0
अभी,अभी,pn,PRP,-,-,-,-
गांव,गाँव,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
रह,रह,v,VM,m,sg,any,0_रह+या_था
रहा,रह,v,VAUX,m,sg,any,या
था,था,v,VAUX,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
एक,एक,num,QC,any,any,-,-
दिन,दिन,n,NN,m,sg,3,0
ठाकुर,ठाकुर,n,NNP,m,sg,3,0
चाचा,चाचा,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
इकलौती,इकलौता,adj,JJ,f,sg,-,-
बेटी,बेटी,n,NN,f,sg,3,0
सौदामिनी,सौदामिनी,n,NNP,f,sg,3,0
रात,रात,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
बेहिचक,बेहिचक,adv,RB,-,-,-,-
कमरे,कमरा,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
आ,आ,v,VM,any,sg,any,0_जा+या1
गयी,जा,v,VAUX,f,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
उसको,वह,pn,PRP,any,sg,3,को
देखकर,देख,v,VM,any,any,any,कर
डर,डर,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
आखिरकार,आखिरकार,adv,RB,-,-,-,-
हिम्मत,हिम्मत,n,NN,f,sg,3,0
करके,कर,v,VM,any,any,any,कर
बोला,बोल,v,VM,m,sg,any,या
सौदामिनी,सौदामिनी,n,NNP,f,sg,3,0
रात,रात,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
यह,यह,pn,PRP,any,sg,3,0
जानकर,जान,v,VM,any,any,any,कर
भी,भी,avy,RP,-,-,-,-
कि,कि,avy,CC,-,-,-,-
मैं,मैं,pn,PRP,any,sg,1,0
अकेला,अकेला,adj,JJ,m,sg,-,-
रहता,रह,v,VM,m,sg,1,ता_है
हूं,है,v,VAUX,any,sg,1,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सौदामिनी,सौदामिनी,n,NNP,f,sg,3,0
-,-,punc,SYM,-,-,-,-
हां,हाँ,avy,INJ,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
घर,घर,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
कोई,कोई,pn,PRP,any,sg,3,0
नहीं,नहीं,avy,NEG,-,-,-,-
है,है,v,VM,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
घण्टे,घंटा,n,NN,m,sg,3,0
दो,दो,num,QC,any,any,-,-
घण्टे,घंटा,n,NN,m,pl,3,0_बाद
बाद,बाद,nst,NST,m,sg,3,-
कोई,कोई,pn,PRP,any,sg,3,0
आ,आ,v,VM,m,sg,3,0_सक+ता_है
सकता,सक,v,VAUX,m,sg,any,ता
है,है,v,VAUX,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
नरेश,नरेश,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
माफ,माफ,adj,JJ,any,any,-,-
करना,कर,v,VM,any,any,any,ना
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
तुम,तुम,pn,PRP,any,sg,2,0
अभी,अभी,pn,PRP,-,-,-,-
चली,चल,v,VM,f,sg,2,या_जा+ओ
जाओ,जा,v,VAUX,any,sg,2,ओ
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सौदामिनी,सौदामिनी,n,NNP,f,sg,3,0
-,-,punc,SYM,-,-,-,-
मैं,मैं,pn,PRP,any,sg,1,0
अपनी,अपना,pn,PRP,f,any,any,0
बात,बात,n,NN,f,sg,3,0
करके,कर,v,VM,any,any,any,कर
जाऊंगी,जा,v,VM,f,sg,1,गा
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
नरेश,नरेश,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
नरक,नरक,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
मत,मत,avy,NEG,-,-,-,-
